location,max_pop,longitude,latitude
Chojnow,13904,15.9333,51.2667
Broughty Ferry,13155,-2.8699,56.4672
Kitui,13244,38.0167,-1.3667
Milford Haven,13907,-5.0427,51.7142
San Francisco,16152,-88.1,13.7
South Orange Village,16434,-74.2602,40.7491
Bredbury,13593,-2.113,53.42
New Milford,16429,-74.0196,40.9337
Hall in Tirol,13897,11.5,47.2833
Glenmont,16389,-77.0467,39.0698
Cherryland,16387,-122.1038,37.6792
Little Lever,12803,-2.369,53.563
Moussoro,16349,16.4833,13.6333
Hazel Park,16347,-83.0977,42.4619
Ranong,16125,98.6389,9.9619
Hybla Valley,16325,-77.0822,38.7485
Nakhon Nayok,16195,101.215,14.2031
Thatto Heath,12280,-2.7481,53.4352
Mahikeng,15117,25.6442,-25.8653
Radovis,16223,22.4644,41.6381
Sedgley,12087,-2.123,52.54
Minehead,11981,-3.4738,51.2038
Xaignabouli,16200,101.7103,19.2576
Roosevelt,16229,-73.5837,40.6797
Koulamoutou,16222,12.4833,-1.1333
Villa Hayes,15643,-57.53,-25.09
Wollaston,13092,-2.1663,52.4619
Backa Topola,16171,19.635,45.8089
Broadwater,9373,-0.3742,50.8282
Aldama,13661,-98.0736,22.9194
Hillcrest Heights,16185,-76.9641,38.8373
Mexicaltzingo,10161,-99.5858,19.2092
Buckingham,12890,-0.986,51.995
Castle Bromwich,11217,-1.7856,52.505
Aylestone,11151,-1.154,52.604
Chard,13074,-2.9587,50.8728
Spitalfields,10286,-0.075,51.5166
Four Corners,16045,-122.9731,44.9291
Walnut Park,16034,-118.222,33.9683
Bryn,11662,-2.657,53.499
Causeni,15939,29.4139,46.6442
Sutton on Hull,12649,-0.3047,53.7806
Midsomer Norton,13000,-2.4817,51.2842
Palmetto Estates,15970,-80.3616,25.6211
Silute,15902,21.4833,55.35
Angel R. Cabada,11689,-95.4453,18.5969
East San Gabriel,15932,-118.0807,34.1198
Southwick,13195,-0.239,50.836
Avocado Heights,15903,-118.0026,34.0381
Anadyr,15604,177.5167,64.7333
Longbenton,10617,-1.57,55
Pelsall,11505,-1.972,52.631
Parkway,15885,-121.452,38.4993
Maliana,15800,125.2197,-8.9917
Whakatane,15850,176.984,-37.964
White Center,15852,-122.348,47.5086
Candelaria,15846,-66.2175,18.4043
Ascension,13456,-107.9964,31.0928
Floral Park,15844,-73.7029,40.7226
Sukhothai,15618,99.8219,17.0142
Altay,15800,96.2572,46.3728
Asperg,13480,9.1414,48.9064
Thornbury,12342,-2.5249,51.6094
South River,15779,-74.3784,40.4455
Peshkopi,13251,20.4289,41.6831
Adelphi,15751,-76.9649,39.0017
Gevgelija,15685,22.5025,41.1392
Bellmore,15730,-73.5285,40.6569
North New Hyde Park,15726,-73.6876,40.746
Allestree,13622,-1.4856,52.9519
Lye,12346,-2.116,52.459
Mosgiel,13400,170.348,-45.875
Brownhills,12676,-1.933,52.647
North Arlington,15683,-74.1273,40.7875
Bull Run,15683,-77.5204,38.7802
Stranraer,10851,-5.027,54.902
Stanford,15668,-122.1674,37.4252
McFarland,15651,-119.2414,35.6781
Uthai Thani,15434,100.025,15.38
Fenton,12070,-2.1578,52.9977
Ainaro,15558,125.5,-8.9833
Parlier,15613,-119.5434,36.6087
Edinet,15520,27.305,48.1681
West University Place,15585,-95.4321,29.7157
Palanga,15381,21.0639,55.9167
Knutsford,13191,-2.3708,53.3025
Chepstow,12350,-2.675,51.642
Kiboga,14512,31.7742,0.9161
Eggertsville,15546,-78.8065,42.9665
Chilwell,12864,-1.235,52.916
Corsham,13000,-2.19,51.43
East Riverdale,15467,-76.9108,38.96
Schwyz,15181,8.6583,47.0205
Sonoita,12849,-112.8544,31.8614
Kurdamir,15385,48.1608,40.3383
La Palma,15428,-118.0406,33.8504
La Tour-de-Peilz,11829,6.8667,46.45
Pacific Grove,15413,-121.9255,36.6192
Asbury Park,15408,-74.0119,40.2226
Cesis,15293,25.2747,57.3131
Goygol,15338,46.3239,40.5905
Hamworthy,13141,-2.0109,50.7207
Berkley,15366,-83.1853,42.4986
Anenecuilco,10773,-98.9861,18.7781
Westbury,15351,-73.5891,40.7599
Manga,15173,-1.0667,11.6667
La Grange,15322,-87.8741,41.8072
Devizes,11715,-1.994,51.353
Bartica,8532,-58.6167,6.4
Radviliskis,15275,23.55,55.8
Wilkinsburg,15292,-79.8733,40.4442
El Fuerte,12566,-108.62,26.4214
Zubin Potok,15200,20.6833,42.9167
Isla Mujeres,12491,-86.7115,21.2084
La Magdalena Chichicaspa,12193,-99.3228,19.4181
Campbelltown,12566,150.8261,-34.0733
Liestal,14390,7.735,47.4839
Chene-Bougeries,12215,6.1833,46.1833
Wordsley,12582,-2.15,52.483
Snaresbrook,11868,0.0146,51.587
Santa Maria Huazolotitlan,11400,-97.9125,16.3014
Paro,15000,89.4167,27.4333
Broughton Astley,11940,-1.2275,52.5278
Seaford,15113,-73.4922,40.6678
Ecublens,12854,6.5605,46.5276
Phongsali,15083,102.1053,21.6836
Lambeth,9675,-0.1193,51.4903
Cuencame de Ceniceros,9848,-103.7,24.8667
Quthing,15000,27.7002,-30.4001
West Park,15089,-80.1923,25.984
Wallingford,11600,-1.125,51.599
Timperley,11061,-2.328,53.387
Parkstone,10779,-1.95,50.71
San Isidro Buen Suceso,7688,-98.1069,19.1528
Sandridge,11451,-0.3038,51.7808
Gwanda,14450,29.025,-20.945
Olton,12167,-1.8058,52.4377
Masalli,14746,48.6669,39.0183
Kenmore,15020,-78.8713,42.9646
Fayroz Koh,15000,65.2517,34.5225
Leopold,12814,144.4644,-38.1892
Baucau,14961,126.45,-8.4667
Saucillo,11004,-105.2833,28.0333
Jose Maria Morelos,11750,-88.7,19.75
South Farmingdale,14953,-73.4471,40.7175
Woolton,12921,-2.865,53.374
Fords,14948,-74.3124,40.5415
Le Grand-Saconnex,12162,6.1167,46.2333
Newport,14932,-84.4868,39.0855
Killamarsh,9445,-1.3116,53.3205
Prescot,11184,-2.814,53.422
Huntington,12108,-1.043,53.9926
Dzitbalche,11686,-90.05,20.3167
Caldicot,12230,-2.7492,51.591
Tadjourah,14820,42.8833,11.7833
Abergavenny,12515,-3.0167,51.824
Eisenstadt,14476,16.5189,47.8456
Rorschach,9439,9.4936,47.4786
Lykovrysi,9738,23.7833,38.0667
Ondorhaan,14723,110.65,47.3167
Sironko,14100,34.2481,1.2294
Debar,14561,20.5272,41.525
Ewa Beach,14717,-158.0073,21.3181
Hwlffordd,12042,-4.97,51.8
Pierre,14659,-100.3205,44.3748
Abertillery,11601,-3.13,51.73
Hoyland Nether,11852,-1.4406,53.4985
New Cassel,14648,-73.5649,40.76
Halawa,14640,-157.9185,21.3753
Bargoed,11900,-3.24,51.69
Falls Church,14617,-77.1751,38.8847
Franklin Park,14612,-74.5432,40.4439
Cayey,14610,-66.163,18.115
Luganville,13397,167.1766,-15.5126
Kriva Palanka,14558,22.3317,42.2017
Forecariah,12358,-13.098,9.43
Jaltenango,10427,-92.725,15.8725
Pincourt,14558,-73.9833,45.3833
Tierra Colorada,10502,-99.5264,17.1656
North Fair Oaks,14547,-122.2035,37.4754
Basse Santa Su,14380,-14.223,13.31
Ar Rommani,12297,-6.6,33.5333
Baruun-Urt,14297,113.2792,46.6806
Villa Union,10753,-104.0333,23.9667
Olympia Heights,14536,-80.339,25.7241
Haddon,14521,-75.0625,39.9063
Carnoustie,11394,-2.7147,56.5005
Port Antonio,14400,-76.45,18.1667
Rayon,8590,-99.58,19.1481
Gabu,14430,-14.2167,12.2833
Ashby de la Zouch,12370,-1.476,52.746
Tonyrefail,12301,-3.4306,51.584
Wath upon Dearne,11816,-1.3402,53.5022
Alsager,11775,-2.3048,53.0961
Birsfelden,10299,7.6231,47.5531
Bacalar,11084,-88.3953,18.6769
Muna,11469,-89.72,20.48
Hambantota,11213,81.1185,6.1241
Weehawken,14327,-74.0167,40.7676
Haydock,11416,-2.6609,53.4678
Neftcala,14241,49.2486,39.3791
Cudworth,10977,-1.4149,53.5784
Zefyri,9454,23.7167,38.0667
Qusar,14230,48.4214,41.4219
Villars-sur-Glane,12092,7.1167,46.7833
Brislington,11511,-2.5439,51.4316
Shoeburyness,11159,0.7978,51.5316
Coalcoman de Vazquez Pallares,10715,-103.1596,18.7771
Nuevo Progreso,10178,-97.9522,26.0561
Cowley,8776,-0.481,51.528
Yehud,11100,34.8833,32.0333
Fairview,14189,-74.0022,40.8182
Halstead,11906,0.6411,51.9451
Hawaiian Gardens,14159,-118.0728,33.8303
Norridge,14152,-87.8231,41.9637
Wealdstone,11394,-0.3352,51.5957
Gillingham,11756,-2.2748,51.0375
Oakham,10922,-0.7333,52.6705
Hatch End,10693,-0.3743,51.601
Lemington,10228,-1.723,54.972
Street,11805,-2.7381,51.1235
Cowes,10405,-1.3002,50.7595
Willowick,14105,-81.468,41.6343
Lemon Hill,14096,-121.4573,38.5172
Sjenica,14060,20,43.2667
Raynes Park,9738,-0.2321,51.4033
Burslem,11314,-2.1879,53.0426
Ocean Pointe,14037,-158.0289,21.3145
Chinsali,14015,32.06,-10.5496
Ryhope,10484,-1.3698,54.8679
Chichihualco,10690,-99.674,17.655
Bishops Cleeve,10612,-2.061,51.947
Helston,11178,-5.27,50.1
Cetinje,13991,18.9219,42.3933
Kisoro,12900,29.6983,-1.3539
Nacaome,13931,-87.4833,13.5333
Kuressaare,13097,22.4861,58.2533
Altamirano,9200,-92.0389,16.7361
Royston,10728,-1.45,53.61
Lerma,8281,-90.6,19.8
Chicago Ridge,13928,-87.7795,41.7034
Kippax,9785,-1.3705,53.7669
Bishopstoke,9974,-1.3278,50.9679
Canatlan,10342,-104.78,24.52
Nova Gorica,13852,13.65,45.9667
Collingswood,13884,-75.0759,39.916
Kinkala,13882,14.76,-4.35
Concord,5914,151.0903,-33.8444
Negele,11772,39.5833,5.3166
Risca,11693,-3.091,51.608
Kemp Mill,13838,-77.0215,39.0412
Glascote,8344,-1.668,52.6245
Cheam,10285,-0.21,51.36
Plav,13805,19.945,42.5956
Saint Ann's Bay,13671,-77.2017,18.435
Sveti Nikole,13746,21.9425,41.865
Whitefish Bay,13783,-87.9004,43.1132
Bexley,13770,-82.9343,39.965
San Patricio,7569,-104.6833,19.2
Harper Woods,13746,-82.9292,42.439
Las Veredas,10478,-109.7,23.15
Gonzalez,11212,-98.4306,22.8281
Naifaru,,73.3662,5.4442
Highland Park,13711,-74.4283,40.5006
Tovuz,13700,45.6275,40.9864
Forest Park,13704,-87.8157,41.8683
Ang Thong,13277,100.4572,14.5925
Henley on Thames,11619,-0.898,51.536
Weiz,11431,15.6253,47.2189
Shterpce,13630,21.0167,42.2333
Aberaman,9964,-3.4333,51.7
Torpoint,8364,-4.205,50.376
Hirnyk,11378,37.3667,48.05
Roselle Park,13588,-74.2666,40.6653
San Luis de La Loma,11090,-100.8911,17.2714
Santa Ana,11320,-84.176,9.932
Akil,10176,-89.3478,20.2656
Tavistock,11018,-4.15,50.545
Cupar,9200,-3.01,56.32
Marton,9990,-1.2124,54.5406
San Carlos,13451,-84.8333,11.2
Stanwell,11279,-0.4715,51.457
Ciudad Cuauhtemoc,9740,-97.8325,22.1842
Grover Beach,13459,-120.6199,35.1204
Brierfield,8193,-2.235,53.824
Chatteris,10453,0.055,52.456
Princeton Meadows,13438,-74.5628,40.3332
Ifield,8882,-0.2073,51.1234
Buckhurst Hill,11380,0.036,51.632
Newport,11387,-2.3787,52.7691
Nuevo Ideal,10876,-105.0728,24.8875
Faya,13400,19.1031,17.93
Eaton Socon,9042,-0.29,52.22
Negotino,13284,22.0892,41.4839
Waimalu,13384,-157.9345,21.3913
Horsell,9384,-0.5617,51.3286
Whitchurch,9781,-2.682,52.969
Platon Sanchez,10009,-98.3667,21.2833
Edgewater,13364,-73.974,40.8237
Santa Barbara,8765,-105.8203,26.8133
Corinda,11019,153.1,-27.4833
Kumi,13000,33.9361,1.4608
Stocksbridge,9869,-1.588,53.478
Gladeview,13296,-80.2368,25.8395
Kilsyth,9860,-4.06,55.98
Villa de Etla,10737,-96.7989,17.2062
Drochia,13150,27.8126,48.0308
Tlacotalpan,8853,-95.6667,18.6167
Delemont,12682,7.3472,47.3653
Mannedorf,10957,8.6917,47.2553
Nieuw Nickerie,12818,-56.9731,5.9261
Mwanza,11379,34.5167,-15.6167
Barnoldswick,10752,-2.1895,53.9147
Tixkokob,10968,-89.3936,21.0022
Santa Ana,10593,-111.1205,30.5406
Magugpo Poblacion,6726,125.8017,7.3821
Acanceh,10968,-89.4524,20.8133
La Grange Park,13178,-87.8723,41.8308
Goldenrod,13162,-81.2916,28.6114
Shorewood,13145,-87.8864,43.0914
Flixton,10786,-2.391,53.447
Huntington,13135,-77.074,38.7916
Bocas del Toro,12996,-82.25,9.3333
Ormoz,12798,16.1505,46.4071
Tetela del Volcan,10199,-98.7297,18.8931
Steinbach am Taunus,10682,8.5719,50.1678
Ardmore,13083,-75.2947,40.0033
Handsworth,9957,-1.4,53.37
Coatesville,13069,-75.8199,39.9849
Kibuye,12325,29.3481,-2.0594
Pajacuaran,10014,-102.5667,20.1178
Hellesdon,10957,1.2509,52.6485
Shepton Mallet,10369,-2.546,51.193
Menongue,13030,17.7,-14.6666
Mariental,12478,17.9667,-24.6333
La Huacana,9374,-101.8069,18.9625
Inverurie,10885,-2.38,57.28
Steinkjer,12985,11.4942,64.0147
Stone Ridge,12990,-77.5553,38.9295
Novo Airao,9049,-60.9438,-2.6208
Rio Grande,12973,-65.8388,18.3789
New Carrollton,12928,-76.8773,38.9654
San Ignacio Cohuirimpo,10606,-109.4167,27.05
Valga,12182,26.0311,57.7769
Ialoveni,12515,28.7778,46.9431
Ridgefield Park,12901,-74.0201,40.8543
Manati,12899,-66.4823,18.4283
Obo,12887,26.5,5.4
Daru,12879,143.2,-9.0833
Lamphun,12595,99.0072,18.5803
Cuatro Cienegas de Carranza,10309,-102.0664,26.9861
Ziniare,12703,-1.293,12.577
Key Biscayne,12846,-80.1653,25.6908
Federal Heights,12827,-105.0154,39.8651
Cornelius,12822,-123.0514,45.519
Kingston,12812,-75.8875,41.2652
Tacotalpa,8071,-92.8258,17.5931
University Heights,12797,-81.5348,41.4948
Candelaria,9812,-91.0461,18.1844
Chai Nat,12541,100.1283,15.1872
Rokiskis,12738,25.5807,55.9616
Wilton Manors,12756,-80.1395,26.1593
Valadares,10678,-8.6403,41.0997
At Tur,12733,33.6167,28.2333
Blackwood,8496,-3.19,51.67
Voru,11859,26.9928,57.8486
Exhall,8006,-1.48,52.47
Tartar,12563,46.9303,40.3353
Clarkston,12637,-84.2404,33.8117
Glarus,12515,9.0664,47.0331
Caernarfon,9852,-4.27,53.14
Shildon,9976,-1.65,54.63
Tlahualilo de Zaragoza,9517,-103.45,26.1167
Druskininkai,12576,23.9725,54.0206
Kralendijk,12531,-68.2767,12.1508
Cherry Creek,12601,-104.8645,39.6094
Hincesti,12491,28.5936,46.8258
Nairn,9773,-3.869,57.586
Ermoupoli,12260,24.9333,37.4504
Lantana,12581,-80.0564,26.5834
Sugarland Run,12576,-77.3762,39.0309
Ahuacatlan,8819,-104.4869,21.0536
Roby,7254,-2.852,53.413
Ntcheu,10445,34.6333,-14.8167
Singerei,12465,28.1419,47.6406
Pelham,12544,-73.8064,40.9
Nueva Palmira,9857,-58.408,-33.87
Broadstone,10303,-1.995,50.7605
Murska Sobota,11679,16.1619,46.6586
Bradford-on-Avon,9402,-2.251,51.347
Worsley,10090,-2.3845,53.5093
Chapeltown,10043,-1.466,53.462
Ciudad Tula,10043,-99.72,23
Bulgan,12323,103.5408,48.8103
Mariehamn,11461,19.9444,60.0986
Taraclia,12355,28.6689,45.9
Warfield,10088,-0.737,51.442
Zamora,12386,-78.9567,-4.0692
Utley,5500,-1.91,53.88
Larbert,9143,-3.826,56.0229
Beylaqan,12263,47.6156,39.7692
Patchogue,12321,-73.0185,40.7621
Allington,7100,0.5019,51.2903
Heybridge,8175,0.6897,51.7417
Sinop,8961,-55.46,-11.85
North Merrick,12232,-73.5615,40.6871
Qalat,12191,66.9069,32.1061
Chuy,9675,-53.45,-33.6833
Batken,12134,70.8194,40.0625
Ayapango,8864,-98.8028,19.1264
Porto Nacional,9129,-48.4199,-10.7
Falesti,12074,27.7092,47.5736
Xicotencatl,9593,-98.9447,22.9958
Westwood Lakes,12121,-80.3717,25.7237
Assomada,12026,-23.6654,15.0949
Tottington,9783,-2.339,53.613
Minnehaha,12092,-122.6204,45.6577
Floresti,11998,28.3014,47.8933
Emeryville,12086,-122.2932,37.8382
Cimislia,11997,28.7842,46.52
Choix,9306,-108.3219,26.7061
Dinnington,9077,-1.2,53.3667
Tzucacab,9967,-89.0506,20.0708
Anahuac,9952,-106.7442,28.48
Barwell,9022,-1.3462,52.5682
Tekit,9834,-89.3314,20.5322
Mpigi,11082,32.3136,0.225
Greenhill,7339,1.103,51.36
Robertsport,11969,-11.3686,6.7533
Dundo,11985,20.83,-7.38
Hasbrouck Heights,11992,-74.0741,40.8618
Clayton le Moors,8522,-2.384,53.775
Dowlais,6926,-3.3416,51.7585
Red Bank,11966,-74.0672,40.3481
Oak Hills,11962,-122.8413,45.5403
Saint Peters,7042,1.4191,51.3651
Amatlan de los Reyes,9123,-96.9149,18.8457
Lydney,8766,-2.5285,51.7286
South Miami,11911,-80.2952,25.7079
Llantwit Major,9486,-3.475,51.4062
Sezana,11842,13.85,45.7
Rosario,9311,-57.3525,-34.3139
Gedling,6817,-1.081,52.975
Da Nang,,108.224,16.0748
San Jose el Viejo,7222,-109.712,23.1226
Rosario,6798,-44.26,-2.94
Sigulda,11821,24.8544,57.1539
Catarman,,124.6377,12.4989
Kirkwall,9293,-2.96,58.981
Clawson,11845,-83.1504,42.5367
Ferney-Voltaire,9766,6.1081,46.2558
North Wantagh,11802,-73.5086,40.6983
Berane,11776,19.8694,42.8473
Alum Rock,11791,-121.8241,37.3695
Launceston,9216,-4.354,50.635
Kuldiga,11768,21.97,56.9672
Newman,11783,-121.0211,37.3157
Birtley,8367,-1.577,54.9
Tiptree,9182,0.75,51.81
Ndele,11764,20.653,8.4091
Woodbridge,7749,1.318,52.094
Fort Liberte,11465,-71.8448,19.6656
Salisbury,11753,-73.5604,40.7454
Boxley,9554,0.5429,51.3024
Bol,11700,14.7147,13.4586
Tocantinopolis,8750,-47.42,-6.3196
Sidney,11672,-123.3986,48.6506
Higuera de Zaragoza,8976,-109.2833,25.95
Thornhill,6875,-1.6124,53.6622
Alotau,11624,150.4333,-10.3167
Brandon,9145,0.6242,52.4474
View Park-Windsor Hills,11580,-118.3484,33.9955
Mountain Ash,7374,-3.3792,51.6814
Tlatlauquitepec,9047,-97.4953,19.8528
Delcevo,11500,22.7747,41.9661
Saron,7843,19.01,-33.181
La Junta,8930,-107.3317,28.4778
Waipio,11508,-157.9965,21.4143
Cuauhtemoc,7513,-103.6028,19.3281
Yeadon,11496,-75.2527,39.9325
Wallington,11495,-74.1069,40.8535
Sanniquellie,11415,-8.685,7.371
Cam,8152,-2.3667,51.7
Qax,11415,46.9181,41.4194
Home Gardens,11442,-117.5116,33.8784
Sandiacre,8889,-1.291,52.923
River Edge,11435,-74.0387,40.9268
Yuscaran,11396,-86.8667,13.9433
Halacho,9412,-90.0819,20.4764
Signal Hill,11421,-118.1681,33.8029
Hadibu,11396,54.0239,12.6519
Richmond Heights,11410,-80.372,25.6347
Weissenthurm,9115,7.4606,50.4144
Leven,8850,-2.9942,56.195
Concordia,8328,-106.0675,23.2883
Leavesden Green,5612,-0.3991,51.6967
Glastonbury,8932,-2.714,51.1485
Mahadipur,8638,88.1248,24.8566
Dunbar,8486,-2.5169,56.0027
Narborough,8448,-1.2023,52.5727
Bolton upon Dearne,6744,-1.3148,53.5197
Zacapoaxtla,8062,-97.5833,19.8833
Cullercoats,9202,-1.433,55.033
Yarm,8384,-1.348,54.505
Elektrenai,11156,24.6612,54.7886
Vanimo,11204,141.3014,-2.6817
Olaine,11132,23.9369,56.7844
Stopsley,7760,-0.396,51.899
Rye,9041,0.73,50.95
Rossmoor,11160,-118.0803,33.7886
Magas,10333,44.8167,43.1667
Coamo,11148,-66.3638,18.0765
Westgate on Sea,6996,1.3381,51.3814
Piedmont,11135,-122.23,37.8226
Great Burstead,5968,0.445,51.604
Guttenberg,11121,-74.0048,40.7927
Summit,11116,-87.8146,41.7877
Rezina,11032,28.9622,47.7492
Loikaw,11000,97.2092,19.6742
Newbold,7962,-1.4461,53.2519
Orange Cove,11059,-119.3188,36.6211
Sundon,7585,-0.47,51.92
Woodchurch,8400,-3.084,53.375
Biltine,11000,20.9167,14.5333
Suffern,11007,-74.1421,41.1138
La Trinidad,,120.5903,16.4556
Anenii Noi,10872,29.2308,46.8817
Rothwell,7694,-0.8029,52.4254
Karuzi,10705,30.163,-3.1
Bedwas,8512,-3.2061,51.5926
Stonehouse,7725,-2.2838,51.7478
Bramley,8194,-1.2648,53.4253
Cocorit,7953,-109.9667,27.5833
Cross Gates,7770,-1.4506,53.8063
Calarasi,10808,28.3081,47.2544
Vinica,10863,22.5092,41.8828
Pyle,7405,-3.6953,51.5291
La Riviera,10851,-121.3544,38.5683
Ahumada,8575,-106.5122,30.6186
Northbrook,10832,-84.5796,39.2467
Stainforth,6282,-1.0253,53.5958
Bucksburn,8131,-2.175,57.177
West Auckland,8509,-1.721,54.6318
Marlborough,8395,-1.73,51.42
Maili,10792,-158.1702,21.4134
Citrus,10771,-117.889,34.1161
Izola,10381,13.6604,45.5395
Little Ferry,10739,-74.0388,40.8463
Gowerton,8183,-4.043,51.648
Daskasan,10700,46.0828,40.5181
Shifnal,7009,-2.373,52.665
Gracanice,10675,21.2,42.6
Bela Crkva,10675,21.4172,44.8975
Naranja,10702,-80.4221,25.5164
Darby,10702,-75.2611,39.921
Oban,8575,-5.472,56.412
Kavaratti,10688,72.6369,10.5626
El Higo,7844,-98.45,21.7667
Johvi,10541,27.4122,59.3575
Latchford,7856,-2.5645,53.3796
Lansdowne,10647,-75.276,39.9408
Harworth,7948,-1.075,53.417
Guadalupe Yancuictlalpan,6385,-99.4583,19.1831
Al Mahwit,10593,43.5453,15.4694
Ada,10547,20.1222,45.8014
Greenville,10374,-9.0388,5.0111
Lake Stickney,10584,-122.2596,47.8709
North Lindenhurst,10584,-73.3859,40.7072
Kantunilkin,7150,-87.4833,21.1
Birzai,10561,24.75,56.2
Kirundo,10024,30.1,-2.5833
Haapsalu,9675,23.5369,58.9469
Gorleston-on-Sea,5548,1.7235,52.5757
Penryn,6812,-5.107,50.169
Trat,10413,102.5125,12.2417
Sarnen,10368,8.2469,46.8969
Phangnga,10412,98.5317,8.4644
West Perrine,10491,-80.3639,25.6061
Filadelfia,10470,-60.03,-22.34
Jacinto City,10466,-95.241,29.7663
Santa Maria Huatulco,7409,-96.3333,15.85
Church,5186,-2.386,53.755
Anstey,6528,-1.1955,52.6715
Ordubad,10372,46.0231,38.9047
Lascano,7645,-54.2078,-33.6731
Wickersley,7392,-1.2792,53.4199
Jurbarkas,10376,22.7714,55.0825
East Whittier,10391,-117.9887,33.9244
Cromer,7683,1.302,52.931
Butha-Buthe,10000,28.2333,-28.7833
Saldus,10311,22.4936,56.6667
Altdorf,9401,8.6394,46.8806
Wistaston,8117,-2.4747,53.0821
Cramond,7502,-3.3007,55.9797
Roatan,7514,-86.519,16.33
Sliema,,14.5019,35.9125
Kanjiza,10200,20.05,46.0667
Great Neck,10209,-73.7332,40.8028
Timberlane,10192,-90.0303,29.8781
West Haverstraw,10189,-73.9883,41.2063
Ondjiva,10169,15.7333,-17.0667
Bound Brook,10180,-74.5383,40.5676
Birao,10178,22.7833,10.2837
Kirkham,7194,-2.87,53.782
Buctzotz,7515,-88.7928,21.2017
Radlett,8024,-0.318,51.685
Nisporeni,10063,28.1783,47.0814
Vrnjacka Banja,10065,20.9,43.6167
Godmanchester,6711,-0.1725,52.3176
Clowne,7447,-1.263,53.276
Mojkovac,10066,19.58,42.96
Muyinga,9609,30.3333,-2.85
Lincoln Village,10071,-83.1314,39.9532
Coppull,7959,-2.661,53.62
Del Aire,10065,-118.3693,33.9168
Crieff,7368,-3.8426,56.3757
San Francisco del Mar,7650,-94.515,16.3394
Tarin Kot,10000,65.8667,32.6333
Hucknall under Huthwaite,7500,-1.301,53.125
Westgate,10026,-80.0989,26.6994
Altar,7927,-111.8353,30.7136
Capitola,10010,-121.9538,36.9772
Castillos,7541,-53.8575,-34.1989
Frampton Cotterell,6520,-2.48,51.54
Whetstone,6556,-1.1799,52.5724
Thrapston,6239,-0.538,52.397
Cacheu,9882,-16.165,12.278
Watervliet,9900,-73.7068,42.7243
Vilkaviskis,9855,23.0333,54.6667
Celestun,6269,-90.4,20.8583
Hopelchen,7295,-89.8453,19.7444
Duntocher,6850,-4.417,55.924
Aintree,6689,-2.9373,53.4793
East Rockaway,9814,-73.6672,40.6432
New Hyde Park,9807,-73.6858,40.7324
Inwood,9804,-73.7507,40.6218
Nueva Ocotepeque,8780,-89.1833,14.4333
Marina del Rey,9771,-118.4486,33.9765
Huningue,7238,7.5831,47.5914
Charter Oak,9760,-117.8564,34.1025
Partington,7327,-2.43,53.42
Novoberde,9670,21.4333,42.6
Makamba,9396,29.8,-4.1333
Highbridge,5986,-2.973,51.2189
Pembroke,7552,-4.9158,51.676
Tshabong,9679,22.4056,-26.02
Thames Ditton,6307,-0.331,51.389
Brechin,7199,-2.6553,56.7299
Djambala,9651,14.75,-2.55
Keansburg,9632,-74.1316,40.4471
Llantwit Fardre,6099,-3.3341,51.5578
Maywood,9614,-74.0634,40.9025
Barrowford,6171,-2.221,53.851
Pedra Badejo,9530,-23.5333,15.1375
Littleborough,7467,-2.098,53.644
Sherburn in Elmet,6657,-1.2331,53.7973
Kundiawa,9383,144.96,-6.023
Dinas Powys,7490,-3.2134,51.4331
Ikeja,,3.3421,6.5965
Pajaros,9554,-66.2184,18.3609
Withernsea,6159,0.0382,53.7285
Brookdale,9539,-74.1798,40.8348
Wadsley,5631,-1.52,53.41
Stonegate,9511,-104.8033,39.5356
Wardle,7092,-2.132,53.647
Bois-des-Filion,9485,-73.75,45.6667
Coral Hills,9460,-76.9234,38.8709
Ojo Caliente,6914,-102.684,21.8606
Govan,5860,-4.3083,55.8615
Rozaje,9422,20.1679,42.8442
Aiea,9439,-157.9232,21.3865
Hani i Elezit,9403,21.2992,42.1475
Bladensburg,9408,-76.9263,38.9424
Bauska,9348,24.1875,56.4067
Thyolo,7029,35.1333,-16.0667
Temascal,6566,-96.4031,18.2394
Sabana Grande,9357,-66.9673,18.0821
Kirriemuir,6061,-3.0051,56.6692
Porth,5970,-3.4095,51.6138
Tettenhall,5225,-2.168,52.5983
North Kensington,9347,-77.0723,39.0392
Harlescott,5060,-2.7226,52.7365
Woodlyn,9326,-75.3445,39.8774
Leisure World,9321,-77.0691,39.1023
Riscani,9259,27.5536,47.9561
Long Ditton,6343,-0.321,51.385
Sawston,7145,0.1731,52.1247
Dobele,9272,23.2811,56.6258
Wood-Ridge,9294,-74.0878,40.8507
Talsi,9264,22.5889,57.2447
Ashbourne,7112,-1.731,53.016
Las Tablas,9255,-80.2833,7.7667
Brentwood,9268,-79.9757,40.3734
Kasane,9250,25.1536,-17.7983
Katakwi,8400,33.9661,1.8911
Alcester,6273,-1.876,52.215
Plainedge,9206,-73.477,40.724
Anyksciai,9190,25.1072,55.5344
Evinayong,9155,10.5667,1.45
Zabalj,9161,20.0667,45.3667
Boulder Hill,9179,-88.3353,41.7112
South Amboy,9176,-74.2831,40.4852
Dursley,6697,-2.3543,51.6811
Stepps,6730,-4.1522,55.8908
Lerwick,6958,-1.145,60.155
Sauce,6132,-56.0628,-34.6469
Stans,8393,8.3667,46.9594
Saltburn-by-the-Sea,5958,-0.9732,54.5828
Billinge,6554,-2.7129,53.4932
