location,max_pop,longitude,latitude
Stratford,6955,-75.0156,39.829
Catoosa,6953,-95.7662,36.1832
Bern,6952,-75.9933,40.4005
Paintsville,6952,-82.8088,37.8167
Neoi Epivates,5984,22.909,40.501
Ipeuna,6914,-47.7167,-22.4333
Artern,6799,11.3,51.3667
Peru,6950,-73.556,44.582
Kamitakeshi,6847,138.3161,36.2719
Desert Palms,6947,-116.293,33.779
Ixtenco,6791,-97.8942,19.2514
Cliza,6534,-65.9342,-17.5919
Epping,6945,-71.0747,43.0501
Bremen,6945,-85.1495,33.7085
Enderby,6314,-1.2092,52.5881
Qatsrin,6913,35.6906,32.9925
Prairie View,6944,-95.9897,30.085
Ocean City,6944,-75.0715,38.3998
Kochi,6874,138.9875,34.7572
Cochituate,6942,-71.3576,42.329
Barberton,6941,-122.6115,45.7136
Madison Park,6941,-74.2959,40.4461
Franklin Township,6941,-80.1807,39.8865
Whitinsville,6941,-71.6688,42.1146
Selfoss,6878,-21.0002,63.9322
Decatur,6939,-97.5876,33.2262
Kornik,6807,17.0986,52.2367
Roskovec,6657,19.7022,40.7375
Hochstadt an der Donau,6756,10.5682,48.6112
Gleneagle,6936,-104.8288,39.0453
Vandalia,6936,-89.1117,38.9754
Tommot,6935,126.2667,58.9667
Madison,6933,-97.1084,44.0062
Sainte-Anne-des-Monts,6933,-66.5,49.1333
Fort Meade,6932,-81.8058,27.7645
Gniew,6844,18.8333,53.8333
Willow Oak,6930,-82.0244,27.9216
Kentfield,6930,-122.5496,37.9481
Newton Grange,5341,-3.067,55.868
Waddington,6122,-0.5389,53.1664
Geiselhoring,6860,12.3925,48.8258
Roma,6848,148.7869,-26.5733
Romhild,6869,10.55,50.3833
Mount Ivy,6925,-74.0297,41.1926
Avon,6924,-77.7341,42.8955
Page,6924,-111.5071,36.9426
Felsozsolca,6521,20.8556,48.1083
Rodenberg,6505,9.3594,52.3128
Treasure Island,6921,-82.7663,27.774
Talmaciu,6905,24.2611,45.6667
Spring Lake Park,6919,-93.2451,45.1161
Dobruska,6723,16.1601,50.292
Black Jack,6918,-90.264,38.7993
Lewisburg,6917,-80.4327,37.8096
Viola,6917,-74.0855,41.1287
Carrigtohill,6665,-8.2667,51.9
Sen`afe,6831,39.4167,14.7
Holice,6581,15.986,50.0661
Muncheberg,6870,14.1397,52.5036
Saue,5631,24.5622,59.3231
Galia,6894,-49.5528,-22.2914
Springs,6912,-72.1584,41.0212
Mira Monte,6912,-119.2853,34.4284
Woodland,6911,-122.7506,45.9145
Devin,6859,24.3992,41.7425
Veszto,6855,21.2639,46.9256
Old Chelsea,6909,-75.7833,45.5
Phelps,6907,-77.048,42.9574
Upper Freehold,6906,-74.5283,40.1552
Pollock Pines,6905,-120.5904,38.7564
Volkmarsen,6804,9.1167,51.3833
Laurence Harbor,6904,-74.2494,40.4489
Westbrook,6904,-72.4665,41.3069
Clover Creek,6902,-122.3827,47.1404
Indian River Estates,6902,-80.2983,27.3564
Interlaken,5592,7.8646,46.6881
Gulf Breeze,6900,-87.1769,30.3685
Village St. George,6900,-91.0672,30.3598
Lake Mills,6897,-88.9054,43.0776
Atkinson,6897,-71.1605,42.837
Byron,6896,-89.2665,42.1224
Karabogaz,6895,52.57,41.5397
Bridge City,6894,-90.1594,29.9321
Great Barrington,6894,-73.3416,42.211
Dunbar,6893,-79.6027,39.9637
Colusa,6891,-122.0125,39.2059
Union,6891,-84.2896,39.909
Junction City,6891,-123.2101,44.2067
Stawell,6032,142.7667,-37.05
Hondo,6889,-99.162,29.3531
University Park,6887,-87.7154,41.4461
Yeniceoba,6872,32.7919,38.8708
Southampton Township,6886,-77.4569,40.0423
Ephraim,6886,-111.5847,39.3564
Beerwah,6769,152.96,-26.8556
Mountainside,6885,-74.36,40.6811
Farmington,6884,-71.076,43.3629
Jerichow,6858,12.028,52.4995
Battle,6673,0.48,50.92
Milo,6879,-77.0031,42.615
Chestertown,6878,-76.0714,39.2182
Letovice,6745,16.5736,49.5471
Cheddleton,6311,-2.043,53.064
Belle Haven,6877,-77.0574,38.7775
Seward,6876,-97.0957,40.9099
Sturgis,6876,-103.4975,44.411
Beacon Square,6873,-82.7504,28.2118
North Stormont,6873,-75,45.2167
St. Martinville,6872,-91.8319,30.1263
Harrisville,6872,-111.9859,41.2853
Mead,6870,-117.35,47.7795
Oakley,5086,-1.1764,51.251
Huron,6869,-82.5635,41.3913
Alnwick/Haldimand,6869,-78.0333,44.0833
Tabernacle,6868,-74.6551,39.8192
Newbiggin-by-the-Sea,6308,-1.515,55.183
Loomis,6866,-121.1955,38.8093
Northam,6548,116.6661,-31.6531
Sawtry,6536,-0.28,52.44
Thorpe,5465,-0.5354,51.4069
King,6861,-80.3564,36.2766
Latimer,6861,-88.8607,30.4972
Jackson Township,6860,-75.3578,41.008
Mimon,6443,14.7248,50.6588
Herdorf,6498,7.9547,50.7775
Youngtown,6859,-112.3047,33.5846
Russellville,6858,-86.895,36.8393
North Branch,6856,-92.9601,45.5137
Milford,6855,-84.2811,39.1699
Spisska Bela,6657,20.4567,49.1858
Kingsland,6853,-98.4545,30.6651
Greenbrier,6852,-86.7976,36.4239
Southbourne,6265,-0.9081,50.845
Kraslice,6767,12.5176,50.3238
Horncastle,6815,-0.114,53.208
Lake Mathews,6848,-117.3683,33.825
Maulbronn,6588,8.8108,49.0003
Mount Cotton,6835,153.221,-27.6188
Eldridge,6846,-90.5809,41.639
Teius,6695,23.68,46.2
Malvern Link,6155,-2.3161,52.1255
Upper Mount Bethel,6843,-75.1386,40.8984
Moapa Valley,6843,-114.4566,36.6078
Peace River,6842,-117.2897,56.2339
Sunnyvale,6841,-96.5577,32.7974
Bee Cave,6841,-97.9629,30.3084
Lucas Valley-Marinwood,6841,-122.5765,38.0405
Lovejoy,6840,-84.3176,33.4426
Merrimac,6839,-71.0119,42.8386
Acs,6771,18.0156,47.71
Fircrest,6835,-122.5157,47.2307
Landore,6168,-3.94,51.64
Altenkirchen,6263,7.6456,50.6872
Hainburg an der Donau,6570,16.9419,48.1478
Balan,6115,25.81,46.6497
Puchezh,6813,43.1667,56.9833
Alstonville,5739,153.4344,-28.8317
Brixworth,5162,-0.904,52.329
Livada,6773,23.1333,47.8667
Clay Township,6831,-76.2369,40.2353
Waki,6238,132.2203,34.2022
Ashoro,6822,143.5542,43.2447
Trumann,6826,-90.5261,35.6771
Mendota,6826,-89.1042,41.5553
East Earl,6825,-76.0332,40.1235
Huntertown,6824,-85.1715,41.2155
Ocampo,5095,-99.3358,22.8444
Saint Blazey,6799,-4.716,50.361
Crossett,6820,-91.9631,33.128
Puerto Narino,6816,-70.3831,-3.7703
Waldeck,6761,9.0667,51.2
Old Greenwich,6819,-73.5691,41.0253
Knyaginino,6804,45.0333,55.8167
Jose Pedro Varela,5118,-54.5333,-33.45
Baboua,6812,14.8192,5.7833
River Park,6818,-80.3307,27.3214
Santo Antonio do Pinhal,6767,-45.6628,-22.8269
Margaret River,6392,115.075,-33.955
Bermuda Dunes,6817,-116.2874,33.7434
Hoosick,6816,-73.3561,42.8903
Mount Vernon,6816,-87.8959,37.9364
Glen Innes,6155,151.7361,-29.75
Kostenets,6777,23.8575,42.3075
Moores Mill,6815,-86.5222,34.8491
Puerto Aventuras,5979,-87.2342,20.5117
St. Francis,6813,-93.3902,45.3991
Lossiemouth,6803,-3.2875,57.7189
Kirtland,6812,-81.3406,41.5969
Bishops Waltham,6723,-1.2118,50.9536
Shikama,6745,140.85,38.5489
East Buffalo,6806,-76.9135,40.9337
Faget,6761,22.18,45.85
Yamba,6076,153.35,-29.4333
Omachi,6261,130.1161,33.2139
Aquia Harbour,6805,-77.3806,38.4597
Marion,6804,-79.3966,34.1787
Kristinestad,6793,21.3778,62.2736
Arran-Elderslie,6803,-81.2,44.4
Kimberly,6802,-88.3377,44.267
South Patrick Shores,6802,-80.6137,28.202
Taylor Mill,6802,-84.4988,39.0092
Bani Bangou,6788,2.705,15.0408
Oishida,6713,140.3728,38.5939
Velizh,6788,31.2,55.6
Perry,6796,-83.5821,30.109
Valley Park,6796,-90.4924,38.5513
Moraleja,6750,-6.6572,40.0695
Waldsassen,6694,12.3,50
Waldmunchen,6728,12.7049,49.3785
Natividade da Serra,6786,-45.4419,-23.3756
Columbus,6793,-89.03,43.3354
Waterford,6431,153.133,-27.6833
Mexia,6792,-96.4833,31.6809
Marvin,6792,-80.8032,34.989
Heitersheim,6257,7.6547,47.8753
Gypsum,6790,-106.9334,39.6285
Fowler,6790,-119.6737,36.6243
Kingston,6789,-71.5236,41.4738
Rosice,6291,16.3879,49.1824
Exeter,6782,-71.6308,41.5658
Guanica,6781,-66.9309,17.9698
Mount Hope,6781,-74.5281,41.46
Lincoln,6781,-86.1371,33.5935
Charagua,6780,-63.2006,-19.7919
Kishkenekol,6779,72.3439,53.6394
Senov,6393,18.3761,49.7931
Inniswold,6777,-91.071,30.3982
Malchow,6627,12.4333,53.4833
Luftkurort Arendsee,6750,11.4867,52.8767
`Ayn `Isa,6730,38.8472,36.3858
Ghafsai,6361,-4.9112,34.6245
Colombier,5547,6.8667,46.9667
Parkano,6766,23.025,62.0097
Lutherville,6773,-76.6176,39.4239
Saint-Zotique,6773,-74.25,45.25
Williamson,6772,-77.1923,43.2417
Whitmore Lake,6771,-83.7524,42.4235
Oleksandrivsk,6709,39.1833,48.5833
East Coventry,6770,-75.6162,40.2014
Danbury,6500,0.582,51.715
Castro Marim,6747,-7.45,37.2167
Millersville,6769,-86.7111,36.3968
Glashutte,6698,13.7833,50.85
Cortland,6768,-80.7195,41.332
South Hanover,6766,-76.7085,40.2962
Upper Nazareth,6764,-75.3346,40.7369
Mitterteich,6596,12.2442,49.9498
Lexington,6763,-88.3945,35.6618
Annaburg,6731,13.0456,51.7328
Santo Antonio da Alegria,6739,-47.1508,-21.0869
Ibrany,6648,21.7135,48.1282
New Hartford,6755,-73.0055,41.8442
Cranbrook,6717,0.5356,51.0967
Medzilaborce,6612,21.9042,49.2717
Bullskin,6751,-79.5124,40.0803
Pembroke Park,6749,-80.1777,25.9852
Groveland,6749,-71.0149,42.752
Sobrance,6170,22.179,48.746
Lake Hallie,6747,-91.4199,44.8921
Ellettsville,6747,-86.6232,39.2322
Guglingen,6353,9,49.0667
Guged,6686,50.3525,33.4756
Tvarditsa,6711,25.8975,42.7017
Gorom-Gorom,6691,-0.2333,14.45
Montevallo,6738,-86.8476,33.1246
Kimberley,6659,-1.255,52.997
Hanover,6737,-79.1253,42.4922
Countesthorpe,6377,-1.14,52.555
Mount Healthy,6736,-84.5469,39.2338
Enying,6655,18.243,46.9296
Allendale,6734,-74.1333,41.0333
Snowflake,6733,-110.0913,34.5225
Rupert,6733,-113.674,42.6189
Bayville,6732,-73.5602,40.9076
Perechyn,6683,22.4667,48.7333
Plymouth,6731,-71.7221,43.7438
Litchfield,6731,-89.6295,39.1959
Boxberg,6664,9.6417,49.4814
Lincoln,6726,-71.3086,42.4266
Washington Township,6725,-75.6392,40.7389
Kamennogorsk,6696,29.1333,60.95
Kiama Downs,5004,150.8511,-34.6317
Blatna,6573,13.8818,49.425
Bulkington,6146,-1.425,52.4769
Lacy-Lakeview,6721,-97.1052,31.6292
Bad Bruckenau,6449,9.7871,50.3091
Green Knoll,6720,-74.615,40.6048
Sitka,6720,-135.3153,57.2401
Roaring Spring,6718,-78.3958,40.3348
Woodfin,6717,-82.5914,35.6458
Tanvald,6216,15.306,50.7374
Rumson,6714,-74.0046,40.3626
Homeacre-Lyndora,6714,-79.9211,40.8721
Bazargan,6686,44.3875,39.3914
Broadway,6712,-78.8016,38.6083
Medina,6712,-93.5834,45.0326
Val-Shefford,6711,-72.5667,45.35
Byron Center,6710,-85.7279,42.8121
Douro-Dummer,6709,-78.1,44.45
Frohnleiten,6655,15.3244,47.2703
Ilshofen,6584,9.9203,49.1703
Santa Lucia Monte Verde,6398,-97.6667,16.95
Hiroo,6694,143.3117,42.2861
Pottsville,6704,153.5608,-28.3869
Thermalito,6704,-121.615,39.4909
Tunkhannock Township,6703,-75.4813,41.0447
Polmont,5321,-3.7064,55.9908
Hermeskeil,6492,6.9489,49.6572
Bucovice,6493,17.0019,49.149
New Alresford,5431,-1.1612,51.0907
Wilhelmsburg,6557,15.61,48.1108
Parkwood,6700,-122.5986,47.5266
Olney,6477,-0.7015,52.1529
Horstmar,6551,7.3083,52.0806
Dahlonega,6696,-83.9804,34.5309
Lityn,6658,28.0872,49.3255
Green Hill,6695,-86.5733,36.2349
Sobernheim,6573,7.6528,49.7872
Staryy Sambir,6630,23,49.4333
Chinchilla,6612,150.625,-26.7397
Rinconada,6692,-66.1672,-22.4403
Roeland Park,6688,-94.6374,39.0358
Plessisville,6688,-71.7833,46.2167
Horn,6520,15.6558,48.6653
Dayton,6686,-93.4758,45.1906
Taneytown,6685,-77.1683,39.657
Odolena Voda,6136,14.4109,50.2335
Cherryville,6682,-81.3781,35.3844
East Porterville,6679,-118.9713,36.0573
Berkley,6679,-71.0754,41.8349
Ritchot,6679,-97.1167,49.6647
Putnok,6492,20.4367,48.2936
Letohrad,6406,16.4988,50.0358
Fishguard,5407,-4.9804,51.9982
Sevsk,6663,34.4939,52.15
Lysterfield,6663,145.3,-37.9333
Viitasaari,6666,25.8597,63.075
Crystal Lake,6671,-81.9063,28.0371
Savage,6671,-76.8228,39.1485
Mindszent,6560,20.185,46.525
Arnstedt,6616,11.4667,51.6833
West Point,6670,-74.0118,41.3642
Otonabee-South Monaghan,6670,-78.2333,44.2333
Schladming,6660,13.6892,47.3942
Zierenberg,6592,9.3,51.3667
Neuenstein,6531,9.5833,49.2
South Molton,5108,-3.83,51.02
Garden Home-Whitford,6666,-122.7589,45.4642
Guaranta,6651,-49.5897,-21.895
Ar Rawdah,6649,47.27,14.48
Church Hill,6664,-82.715,36.5204
Shediac,6664,-64.5333,46.2167
Neuffen,6299,9.3756,48.5544
Belle Plaine,6660,-93.7643,44.6188
Cooranbong,5449,151.451,-33.074
Illogan,5404,-5.268,50.25
Straldzha,6635,26.6833,42.6
Hopefield,6460,18.35,-33.0667
Linwood,6658,-74.5708,39.3436
Ashville,6658,-82.9575,39.7239
Wirksworth,5038,-1.574,53.082
Ventnor,5976,-1.2084,50.5976
Groesbeck,6656,-84.5964,39.2292
Sandersville,6655,-82.8089,32.9827
Colnbrook,6157,-0.5221,51.4835
Blairsville,6654,-79.2599,40.4325
Haparanda,6642,24.117,65.8342
Hunters Quay,5198,-4.9116,55.9707
Sturtevant,6652,-87.9019,42.6995
Nyirtelek,6555,21.6322,48.0094
Slave Lake,6651,-114.7706,55.2853
Port-Cartier,6651,-66.8667,50.0333
Cherry Hills Village,6647,-104.9481,39.6375
Souda,6358,24.0667,35.4833
Shimonita,6611,138.7892,36.2125
Barrington,6646,-65.5639,43.5646
Kozarmisleny,6215,18.2925,46.0289
La Moncada,5100,-100.8,20.2667
Osterburken,6507,9.4261,49.4308
Svetla nad Sazavou,6490,15.404,49.6681
Barrington,6642,-75.0514,39.8689
Pendleton,6642,-78.7664,43.1015
Tecumseh,6636,-96.9338,35.2639
Rocky Mountain House,6635,-114.9217,52.3753
Dubnany,6352,17.09,48.917
Air Force Academy,6633,-104.8639,38.9942
Kounoupidiana,6334,24.076,35.536
Creel,5026,-107.6347,27.7522
Tsiolkovskiy,6535,128.1212,51.7603
Chatsworth,6630,-80.87,44.38
Belmont,6629,-77.4965,39.065
North Syracuse,6628,-76.1306,43.1339
Veneta,6628,-123.3514,44.0471
Uffenheim,6518,10.25,49.5333
Dalton,6625,-73.1533,42.4795
Ghadamis,6623,9.5,30.1333
Monte Aguila,6574,-72.4385,-37.0879
Stephenville,6623,-58.5667,48.55
Battlefield,6622,-93.3683,37.1194
East Leake,6337,-1.177,52.832
North Caldwell,6621,-74.2576,40.8629
Beaver Dam,6621,-86.8742,37.4042
Myers Corner,6620,-73.8744,41.5947
Stewarton,6584,-4.515,55.68
Winthrop Harbor,6618,-87.8294,42.4805
Market Weighton,6429,-0.6624,53.8642
Scriba,6616,-76.4186,43.4599
Hillsboro,6616,-83.6112,39.2123
Brewton,6615,-87.0737,31.1111
Maple Glen,6614,-75.1793,40.1778
Tamanredjo,6601,-55,5.7667
Anavyssos,6202,23.95,37.7333
Orlov,6607,48.8833,58.5333
Kermit,6613,-103.0924,31.854
Thalheim,6051,12.8517,50.7025
Awjilah,6610,21.2869,29.1081
Burgkunstadt,6451,11.2499,50.1356
Meridianville,6609,-86.5722,34.8729
Nevada,6608,-93.4635,42.0186
Talent,6608,-122.7807,42.2404
Sudova Vyshnya,6538,23.3722,49.7892
Pan de Azucar,6597,-55.2167,-34.8
Trinity,6606,-80.0093,35.8756
Hamilton,6606,-87.9755,34.1346
Ploce,6537,17.4367,43.0525
Normandy Park,6604,-122.3436,47.4343
Lago Vista,6604,-97.9908,30.4519
Ambridge,6601,-80.2265,40.5922
Orchard Mesa,6601,-108.5169,39.0363
Amite City,6600,-90.5133,30.7323
Porter,6599,-78.972,43.2517
Catasauqua,6599,-75.4643,40.6531
Essex,6599,-72.4146,41.3499
Lydd,6567,0.9064,50.9509
Rodewisch,6359,12.4167,50.5167
San Adrian,6292,-1.9333,42.3325
Tetecala,6473,-99.3833,18.7167
Strongoli,6518,17.0667,39.2667
Allegheny Township,6594,-78.4768,40.4583
Washington,6594,-91.6928,41.2982
Strensall,6047,-1.0344,54.0401
Dingwall,6545,-4.428,57.597
Granby,6592,-76.4408,43.2918
Roslyn Heights,6591,-73.6396,40.7787
Thannhausen,6277,10.4667,48.2667
Kerekegyhaza,6509,19.4769,46.9369
Treforest,5050,-3.3222,51.5878
Bad Blankenburg,6407,11.2667,50.6833
Nova Alianca,6555,-49.4958,-21.0158
Tuiuti,6533,-46.6939,-22.8158
Fairfield,6583,-69.6751,44.6372
Sretensk,6581,117.7167,52.25
Makaryev,6579,43.8,57.8833
Tanglewilde,6581,-122.781,47.0512
Turcianske Teplice,6390,18.8636,48.8589
Havelberg,6537,12.0744,52.825
Ishqoshim,6567,71.6117,36.7272
Varshets,6500,23.2858,43.1953
Isen,6476,128.9375,27.6736
Devon,6578,-113.7322,53.3633
Lehliu-Gara,6502,26.8533,44.4386
Veseli nad Luznici,6361,14.6974,49.1844
Slavicin,6386,17.8735,49.088
Ribeira de Pena,6544,-7.8,41.5167
Orlovista,6574,-81.4629,28.5441
Mont Belvieu,6574,-94.8784,29.8524
Enola,6574,-76.9348,40.2908
Teglas,6406,21.6833,47.7167
Grossalmerode,6402,9.7844,51.2575
Cold Spring,6571,-84.4349,39.013
Makarov,6567,142.78,48.627
Doctor Petru Groza,6529,22.47,46.54
Harvard,6570,-71.5853,42.5059
Keene,6568,-97.3226,32.3955
Walnut Ridge,6568,-90.9463,36.0851
Thompson's Station,6567,-86.8994,35.809
Stickney,6566,-87.773,41.8183
Aszod,6184,19.4894,47.6514
Yorketown,6565,-74.3385,40.3064
Burwell,6309,0.327,52.275
Spassk-Ryazanskiy,6553,40.3833,54.4
Wentworth Falls,6076,150.3772,-33.7164
Kaitaia,5870,173.2628,-35.1125
Rossford,6562,-83.5692,41.5832
Outjo,6557,16.1503,-20.1069
Cushing,6560,-96.7602,35.9798
Bad Marienberg,5961,7.9522,50.6519
Homestead Meadows South,6559,-106.1643,31.811
Insuratei,6528,27.6,44.9167
Nemsova,6368,18.1169,48.9669
Scone,5624,150.85,-32.0833
Plymouth Meeting,6557,-75.2794,40.11
Lawrence,6556,-73.7149,40.6042
Barrow upon Soar,5856,-1.15,52.7517
Camp Swift,6553,-97.2933,30.1885
Topsfield,6551,-70.9425,42.6373
Earlswood,5049,-0.171,51.228
Chizu,6520,134.2267,35.265
Litchfield,6549,-94.5255,45.1221
Cumming,6547,-84.1337,34.2064
Kathleen,6546,-82.0387,28.1224
Portage,6546,-78.6746,40.3868
Linz am Rhein,6200,7.2847,50.5703
South Elmsall,6519,-1.2726,53.5959
Fox Point,6543,-87.9013,43.1581
Beaudesert,6395,152.9958,-27.988
Slippery Rock,6541,-80.058,41.0695
Clairton,6541,-79.8853,40.2976
Oakmont,6541,-79.8365,40.5201
Plaquemine,6539,-91.2429,30.2834
Agria,5191,23.0133,39.34
Elkin,6536,-80.8441,36.2621
Beyram,6520,53.5144,27.4306
Plattsmouth,6534,-95.894,41.0053
Hapeville,6534,-84.4093,33.6609
Salem Township,6533,-79.5141,40.4071
Swanton,6530,-73.1252,44.9081
Bursledon,6188,-1.3117,50.8847
Pedda Nandipadu,6090,80.3294,16.0728
Chrastava,6298,14.9689,50.817
Crozet,6526,-78.6962,38.0645
Blaby,6194,-1.1678,52.5724
Jowzdan,6393,51.3725,32.5567
Peterborough,6524,-71.9394,42.8905
Valley Falls,6522,-81.9692,35.0073
Wadomari,6364,128.6553,27.3922
Friedland,6472,13.5397,53.659
Orindiuva,6493,-49.3508,-20.1819
Eagle,6519,-106.8123,39.6368
Bowleys Quarters,6519,-76.3858,39.3198
Fairview,6518,-85.294,34.9296
Yarmouth,6518,-66.1175,43.8361
Grand Turk,5801,-71.136,21.4664
Martins Ferry,6517,-80.7253,40.1014
Russells Point,6517,-83.8939,40.468
Port Mathurin,5929,63.4211,-19.6833
Calstock,6253,-4.21,50.497
Dromana,5803,144.965,-38.338
Milford,6515,-83.6012,42.587
West Tamworth,5342,150.9436,-31.0894
Otis Orchards-East Farms,6514,-117.0854,47.703
Bagrationovsk,6482,20.6333,54.3833
Bacsalmas,6453,19.3261,46.1239
Blankenhain,6455,11.3439,50.86
Hamilton,6511,-75.494,42.7897
Collins,6511,-78.8623,42.4908
Avon,6511,-106.5133,39.6445
New Inn,5986,-3.009,51.691
Pimmit Hills,6506,-77.1991,38.9105
Rittman,6506,-81.7849,40.9736
El Rio,6505,-119.1568,34.2452
Granville,6503,-73.3086,43.4188
Bahman,6484,52.4839,31.1942
Duanesburg,6501,-74.1805,42.7799
Zell im Wiesental,6325,7.8514,47.7069
Monticello,6499,-84.8506,36.8404
Williamston,6498,-84.2836,42.6835
Champion Heights,6495,-80.8514,41.3031
Podborany,6386,13.412,50.2295
La Habra Heights,6492,-117.951,33.9602
San Ramon,6490,-64.6172,-13.2672
East Rochester,6490,-77.4869,43.112
Mulvane,6489,-97.2724,37.4788
Beerfelden,6399,8.9738,49.5676
Looe,5112,-4.454,50.354
Bungay,5127,1.4477,52.4496
Lynchburg,6488,-86.3587,35.2846
Camilla,6488,-84.2089,31.2337
Zarnovica,6284,18.7167,48.4833
Grayvoron,6449,35.6667,50.4833
Iacri,6481,-50.6894,-21.8583
Lincoln,6030,172.486,-43.64
East Shoreham,6484,-72.8811,40.946
Cheshire Village,6484,-72.8993,41.5026
Eliot,6484,-70.786,43.1488
Theodore,6483,-88.1884,30.5408
Sao Martinho,6226,-9.4208,38.8125
Abercarn,5352,-3.135,51.649
Yoshinoyama,6412,135.85,34.4
Prairie du Chien,6477,-91.1373,43.0429
Wervicq-Sud,5413,3.0478,50.7722
Rodach,6394,10.7833,50.3333
Drayton,5489,1.225,52.675
Laage,6396,12.3467,53.9322
Irvington,6473,-73.8661,41.0349
Prestonsburg,6473,-82.7662,37.6816
Toma,6441,142.5083,43.8281
Gomez Farias,5330,-107.7361,29.3583
Rosenfeld,6347,8.7242,48.2864
Nagyecsed,6327,22.3867,47.8619
Edgemoor,6471,-75.507,39.7551
Neumarkt am Wallersee,6297,13.2247,47.9453
Sidley,5718,0.47,50.86
Moraine,6470,-84.2459,39.6983
Laurel Bay,6470,-80.7869,32.4599
Penn Yan,6469,-77.0536,42.6608
Lanchkhuti,6395,42.0417,42.0944
Red Chute,6468,-93.606,32.5732
South Hill,6468,-76.4883,42.4113
Potomac Mills,6468,-77.3012,38.6547
Columbia,6468,-89.8266,31.2564
Jan Phyl Village,6467,-81.7933,28.0201
Genoa,6467,-88.6964,42.0926
Ligonier,6466,-79.2137,40.2348
Sidney,6466,-104.168,47.7152
Boischatel,6465,-71.15,46.9
Loutolim,6121,73.98,15.33
Dalaba,6349,-12.272,10.656
Ridgeway,6464,-78.3806,43.2619
South Grafton,6068,152.9344,-29.715
Kolleda,6391,11.2167,51.1667
Glendive,6460,-104.7069,47.1102
Cuddington,5333,-2.6,53.24
Guichon,5025,-57.2,-32.35
Wem,6100,-2.7267,52.8536
Ingeniero Guillermo N. Juarez,6453,-61.85,-23.9
Corinth,6455,-73.8847,43.2269
Encs,6254,21.1217,48.3306
Lackland AFB,6454,-98.6179,29.3867
Cairo,6453,-74.0205,42.2965
Lubz,6342,12.0283,53.4631
Klingenberg am Main,6160,9.1833,49.7833
Higashikyoshin,6226,130.9733,31.3858
Ironwood,6448,-90.1505,46.4522
Halych,6196,24.7217,49.1128
Trochtelfingen,6366,9.2444,48.3081
Falkenberg,6368,13.2322,51.5831
Deta,6260,21.22,45.4
Dmitriyev-L'govskiy,6430,35.0756,52.1289
Emporia,6443,-77.5356,36.6953
Bridgeport,6443,-83.8828,43.3706
Quintana,6437,-50.3075,-22.0725
Lee,6441,-75.5175,43.3257
Beilstein,6195,9.3167,49.0333
Geneseo,6440,-90.154,41.4508
Gammertingen,6320,9.2175,48.2494
Vine Grove,6439,-85.9828,37.8133
Portel,6428,-7.7,38.3
Kununurra,5308,128.7386,-15.7736
Meersburg,5944,9.2708,47.6958
Zamberk,6077,16.4674,50.086
Martfu,6169,20.284,47.017
Devine,6436,-98.9049,29.1457
Litchfield Park,6436,-112.3586,33.5024
Liberty,6435,-94.788,30.0379
Oelwein,6433,-91.9133,42.6715
Zouar,6432,16.5167,20.45
Grossbreitenbach,6352,11.012,50.5833
Hurricane,6430,-82.0168,38.4293
Cottenham,6095,0.1244,52.2865
North Riverside,6429,-87.8263,41.8461
Cheverly,6428,-76.914,38.9254
Lake Murray of Richland,6427,-81.2653,34.1209
Sengiley,6405,48.8,53.9667
Darnestown,6424,-77.3033,39.096
Rumelange,5604,6.0306,49.4597
Valley City,6423,-98.0055,46.9223
Salem,6422,-86.0977,38.6048
Douglas,6421,-105.3968,42.7541
Hjo,6351,14.2786,58.3044
Pegau,6288,12.25,51.1667
Gogolin,6116,18.0239,50.4881
Melut,6407,32.2015,10.4404
Shamong,6415,-74.7272,39.7781
Walkersville,6415,-77.3559,39.4832
Eudora,6415,-95.0957,38.9345
Killingworth,6414,-72.5785,41.3792
Garrett,6413,-85.1238,41.3526
Branford Center,6413,-72.8148,41.2779
Waikoloa Village,6412,-155.8185,19.9285
Svislach,6400,24.1,53.0333
Naco,6401,-109.9478,31.3269
Horgos,6325,19.9725,46.1556
Littlestown,6409,-77.0892,39.7452
Parry Sound,6408,-80.0333,45.3333
Schriever,6407,-90.831,29.7334
Andalusia,6407,-86.4781,31.3101
Szentlorinc,6184,17.9856,46.0422
Mszczonow,6323,20.5267,51.9742
Clarkston Heights-Vineland,6403,-117.0831,46.3876
Alpirsbach,6304,8.4039,48.3461
Sabrosa,6361,-7.5751,41.2651
Hampstead,6401,-76.855,39.6104
Piedmont,6401,-82.4651,34.7074
Fenton,6400,-75.8012,42.2009
Howland Center,6400,-80.7444,41.2483
Carolina Beach,6399,-77.8966,34.0396
Blackwell,6399,-97.3008,36.8011
Mount Vernon,6398,-91.4244,41.923
Tabuaco,6350,-7.5667,41.1167
Vrbove,5969,17.7225,48.6208
Pointe-Calumet,6396,-73.97,45.5
Carrazeda de Anciaes,6373,-7.3,41.25
Greenville,6395,-89.3893,38.8866
Blaenavon,6055,-3.0828,51.7736
Grybow,6038,20.9483,49.6244
Mila Doce,6394,-97.9601,26.223
Marlborough,6394,-72.4547,41.6331
Grafenwohr,6363,11.9,49.7167
Wittenburg,6313,11.0667,53.5
Rockford,6391,-85.5582,43.1266
Steilacoom,6390,-122.5934,47.1703
Wollochet,6390,-122.5769,47.2828
Yaphank,6390,-72.9233,40.8323
Abilene,6390,-97.2251,38.9229
